crf,preset,res,bitrate,vmaf,time
48,6,720,1085,89.617362,147.394
48,7,480,599,89.251344,77.148
48,7,720,1117,89.129281,115.450
48,8,480,636,89.264292,63.676
48,8,720,1201,89.028664,87.484
48,9,480,659,87.138498,47.082
48,9,720,1013,85.124944,62.228
48,10,480,677,86.707614,38.931
48,10,720,1029,84.369679,51.270
49,4,480,564,89.942506,214.203
49,4,720,1015,90.090321,382.483
49,5,480,575,89.718749,138.278
49,5,720,1035,89.849591,244.275
49,6,480,555,89.013154,96.149
49,6,720,1015,89.115116,162.846
49,7,480,564,88.714366,70.063
49,7,720,1043,88.565220,109.274
49,8,480,600,88.710102,67.376
49,8,720,1124,88.485167,94.033
49,9,480,614,86.380951,46.857
49,9,720,938,84.234259,69.299
49,10,480,631,85.936062,42.128
49,10,720,953,83.434297,60.230
18,4,1080,13182,98.060430,449.893
18,5,1080,13918,98.049507,326.690
18,6,1080,15617,97.961814,228.522
18,7,1080,16396,97.905838,208.968
18,8,1080,15641,97.782171,161.643
18,9,1080,15035,97.487703,129.016
18,10,1080,14823,97.194383,101.001
50,4,1080,1971,89.847693,658.735
50,5,1080,1999,89.591151,437.066
50,6,1080,1903,88.758257,250.148
50,7,1080,1937,88.224081,187.000
50,8,1080,2097,88.096660,133.024
50,9,1080,1655,84.037807,94.480
50,10,1080,1675,83.253162,84.569
23,4,1080,10585,97.803221,405.823
23,5,1080,10965,97.793178,297.758
23,6,1080,12087,97.678620,210.018
23,7,1080,12658,97.593706,179.725
23,8,1080,12249,97.441927,129.501
23,9,1080,11881,97.063187,101.499
23,10,1080,11745,96.683707,86.000
28,4,1080,7899,97.289811,503.856
28,5,1080,8146,97.270728,353.742
28,6,1080,8761,97.121338,240.260
28,7,1080,9068,96.998069,195.854
28,8,1080,8948,96.796381,143.630
28,9,1080,8830,96.261554,105.415
28,10,1080,8777,95.750928,87.538
35,4,1080,5197,95.935810,476.244
35,5,1080,5297,95.850271,330.793
35,6,1080,5483,95.623478,237.691
35,7,1080,5623,95.428861,185.599
35,8,1080,5782,95.205310,145.067
35,9,1080,5398,94.110732,101.163
35,10,1080,5425,93.429927,84.676
38,4,1080,4304,95.037173,502.907
38,5,1080,4372,94.920082,335.339
38,6,1080,4455,94.616072,240.428
38,7,1080,4558,94.388857,198.076
38,8,1080,4754,94.162396,133.898
38,9,1080,4310,92.666555,100.238
38,10,1080,4341,91.963547,87.989
42,4,1080,3301,93.543450,532.513
42,5,1080,3359,93.375753,325.402
42,6,1080,3341,92.954330,228.292
42,7,1080,3427,92.649506,179.710
42,8,1080,3628,92.573454,131.113
42,9,1080,3154,90.319896,93.429
42,10,1080,3200,89.617725,82.956
25,4,1080,9411,97.627680,417.675
25,5,1080,9731,97.616481,302.113
25,6,1080,10678,97.486848,213.226
25,7,1080,11118,97.386883,181.163
25,8,1080,10832,97.219152,135.505
25,9,1080,10633,96.807460,106.211
25,10,1080,10548,96.374833,91.800
32,4,1080,6251,96.633782,445.775
32,5,1080,6390,96.579792,311.214
32,6,1080,6723,96.387363,220.778
32,7,1080,6924,96.231139,186.655
32,8,1080,7001,96.022524,138.713
32,9,1080,6670,95.170906,103.776
32,10,1080,6667,94.540808,90.979
36,4,1080,4870,95.647458,450.214
36,5,1080,4956,95.552636,309.083
36,6,1080,5100,95.301244,222.399
36,7,1080,5232,95.095723,182.040
36,8,1080,5403,94.870387,131.487
36,9,1080,5008,93.661662,97.303
36,10,1080,5038,92.963899,84.989
40,4,1080,3769,94.354299,497.539
40,5,1080,3837,94.211419,320.257
40,6,1080,3851,93.853948,229.614
40,7,1080,3959,93.580133,182.465
40,8,1080,4157,93.488366,132.451
40,9,1080,3700,91.601029,97.331
40,10,1080,3739,90.884984,85.354
19,4,1080,12501,98.009565,414.528
19,5,1080,13112,98.000862,298.394
19,6,1080,14658,97.910275,210.509
19,7,1080,15507,97.848689,179.737
19,8,1080,14878,97.721909,135.653
19,9,1080,14308,97.410242,108.459
19,10,1080,14131,97.102204,94.573
20,4,1080,11927,97.957585,413.894
20,5,1080,12484,97.947853,301.636
20,6,1080,13848,97.844540,213.477
20,7,1080,14618,97.774089,186.491
20,8,1080,14038,97.641599,134.680
20,9,1080,13580,97.313203,104.995
20,10,1080,13408,96.985639,95.205
21,4,1080,11427,97.907704,420.498
21,5,1080,11957,97.896938,298.211
21,6,1080,13244,97.787825,209.240
21,7,1080,13951,97.712837,177.159
21,8,1080,13450,97.578030,135.461
21,9,1080,12988,97.234154,106.860
21,10,1080,12860,96.900056,92.428
